Text,Source,User.Name,User.Screen_name,User.Location,User.Url,User.Description,User.Verified,User.Followers_count,User.Friends_count,User.Listed_count,User.Favourites_count,User.Statuses_count,User.Created_at,User.default_profile_image,User.following,Is_quote_status,Retweeted_status,Quote_count,Reply_count,Retweet_count,Favorite_count,Favorited,Retweeted,Possibly_sensitive,TweetLength,NumberOfWords,HasUrl,UrlCount,HasMentions,MentionsCount,HasHashtags,HashtagsCount,HasQuestionMark,QuestionMarkCount,HasExclamation,ExclamationCount,HasSpecialCharacter,SpecialCharacterCount,HasEmotions,EmotionsCount,AccountAge,FollowersToAccountAge,FriendsToAccountAge,StatusesCountToAccountAge,Class
St. Louis Co Police tell me ofcr shot a man who pointed handgun at him at Chambers &amp; Sheffingdell at about 1 a.m. Man in critical. #ferguson,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Valerie Schremp Hahn,valeriehahn,"St. Louis, MO, USA",http://t.co/vUEOv2XwCC,"Valerie Schremp Hahn, St. Louis Post-Dispatch nightside public safety reporter. STL native (Cor Jesu!), city dweller, info junkie, & mom of two. Usually tired.",TRUE,2422,626,167,197,2368,Thu Oct 23 22:13:50 +0000 2008,FALSE,FALSE,FALSE,null,null,null,185,23,FALSE,FALSE,FALSE,144,27,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,1,FALSE,0,6,403.6666667,104.3333333,394.6666667,rumour
"It was a St. Louis County police officer who shot this man, according to PIO Brian Schellman. #ferguson","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Valerie Schremp Hahn,valeriehahn,"St. Louis, MO, USA",http://t.co/vUEOv2XwCC,"Valerie Schremp Hahn, St. Louis Post-Dispatch nightside public safety reporter. STL native (Cor Jesu!), city dweller, info junkie, & mom of two. Usually tired.",TRUE,2380,573,162,182,2288,Thu Oct 23 22:13:50 +0000 2008,FALSE,FALSE,FALSE,null,null,null,114,24,FALSE,FALSE,FALSE,103,18,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,396.6666667,95.5,381.3333333,rumour
"What are #Ferguson Police hiding about ""drive by"" shooting of black woman recording last night's action? http://t.co/wfuDYm9q27 #OpFerguson","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",the silver burrito,occbaystreet,1337 Lulz Drive,null,,FALSE,4477,1323,244,9276,50468,Mon Sep 19 09:52:07 +0000 2011,FALSE,FALSE,FALSE,null,null,null,427,127,FALSE,FALSE,FALSE,139,18,TRUE,1,FALSE,0,TRUE,2,TRUE,1,FALSE,0,TRUE,3,FALSE,0,3,1492.333333,441,16822.66667,rumour
"In case YouTube vid disappears, here's childhood friend on tonight's #Ferguson ""drive by"" #Bullshit #OpFerguson http://t.co/tkc6oIniUY","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",the silver burrito,occbaystreet,1337 Lulz Drive,null,,FALSE,4476,1321,244,9260,50410,Mon Sep 19 09:52:07 +0000 2011,FALSE,FALSE,FALSE,null,null,null,163,61,FALSE,FALSE,FALSE,134,16,TRUE,1,FALSE,0,TRUE,3,FALSE,0,FALSE,0,TRUE,3,FALSE,0,3,1492,440.3333333,16803.33333,rumour
"2nd police-involved shooting reported in #Ferguson, Mo., overnight http://t.co/VezLQ498BZ","<a href=""http://www.huffingtonpost.com"" rel=""nofollow"">The Huffington Post</a>",Huffington Post,HuffingtonPost,,http://t.co/3OfNk6hKu8,internet lovers | sleep believers | news addicts | big font obsessives | greek yogurt fans,TRUE,4466972,5554,70240,532,347431,Thu Apr 24 14:07:28 +0000 2008,FALSE,FALSE,FALSE,null,null,null,120,26,FALSE,FALSE,FALSE,89,9,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,4,FALSE,0,6,744495.3333,925.6666667,57905.16667,rumour
Police in St. Louis County say an officer shot and critically wounded a suspect early this morning near #Ferguson http://t.co/htLmEiuCS5,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",KMOX St. Louis News,kmoxnews,"St. Louis, MO",http://t.co/Dk1j7EBHqw,NewsRadio 1120 KMOX is Mid-America's most trusted source for news.,TRUE,28745,578,1020,309,59579,Thu Mar 05 22:35:30 +0000 2009,FALSE,FALSE,FALSE,null,null,null,233,27,FALSE,FALSE,FALSE,136,20,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,5,5749,115.6,11915.8,rumour
"Another police shooting in protest-plagued #Ferguson: http://t.co/NcVUm7Fqdp (Scott Olson, Getty Images) http://t.co/YfIp2RUB4N","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",USA TODAY,USATODAY,"USA TODAY HQ, McLean, Va.",http://t.co/7xDl0vVHSt,The latest news and most interesting stories from USA TODAY. News that's meant to be shared.,TRUE,1208631,734,22708,709,95435,Wed Aug 06 19:55:31 +0000 2008,FALSE,FALSE,FALSE,null,null,null,139,41,FALSE,FALSE,FALSE,127,12,TRUE,2,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,9,FALSE,0,6,201438.5,122.3333333,15905.83333,rumour
The woman injured last night... #Ferguson  http://t.co/MaOSd1iarV,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Antonio French,AntonioFrench,"St. Louis, MO, USA",http://t.co/q0AU0OLIZd,"Dad, Husband, Alderman of the @21stWard in St. Louis, founder of @North_Campus, Auburn grad and devoted Auburn Football fan, and @WUSTL MBA candidate (Dec '14).",TRUE,107553,1041,1353,1299,12619,Thu Mar 06 19:51:29 +0000 2008,FALSE,FALSE,FALSE,null,null,null,303,82,FALSE,FALSE,FALSE,65,8,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,6,17925.5,173.5,2103.166667,rumour
A woman in #Ferguson was shot in head last night and released this selfie. Conflicting reports of how it happened: http://t.co/25WX6EkquG,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Michael Skolnik,MichaelSkolnik,,http://t.co/uYd9vD5LNN,Political Director to Russell Simmons + Editor-In-Chief of GlobalGrind. Contact: info@mskolnik.com,TRUE,133403,125,1641,19825,28215,Fri Mar 13 12:55:21 +0000 2009,FALSE,FALSE,FALSE,null,null,null,435,73,FALSE,FALSE,FALSE,137,21,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,5,26680.6,25,5643,rumour
BREAKING: #Anonymous has obtained audio files of police dispatch and EMS during the #MikeBrown shooting. Will release ASAP. #Ferguson,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Anonymous,occupythemob,Oakland CA,null,There €€€ €€ is €€€ no €€€€ €€ conspiracy €€€€€ € €€€ Everything €€€€€€ €€ is €€€ fine €€€€€€ €€ €€€ trust €€€€ your €€€€€€ €€ Government...,FALSE,66928,26404,563,3213,37779,Mon Jul 25 04:30:28 +0000 2011,FALSE,FALSE,FALSE,null,null,null,192,160,FALSE,FALSE,FALSE,133,19,FALSE,0,FALSE,0,TRUE,3,FALSE,0,FALSE,0,FALSE,0,FALSE,0,3,22309.33333,8801.333333,12593,rumour
"RT @bonedog84: Over 50 people have been arrested in #Ferguson.

None of them is the cop who shot that boy 10 times in cold blood.","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Amanda Terkel,aterkel,"Washington, DC",http://t.co/xT79unDcA2,"Senior Political Reporter and Politics Managing Editor, HuffPost. aterkel at huffingtonpost dot com Sign up for my newsletter: https://t.co/tM0sM6PgOR",TRUE,34600,5628,1773,327,25222,Mon Aug 04 20:24:44 +0000 2008,FALSE,FALSE,FALSE,null,null,null,131,60,FALSE,FALSE,FALSE,129,24,FALSE,0,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,5766.666667,938,4203.666667,rumour
Not just Mike Brown? Second police shooting in #Ferguson leaves man in critical condition http://t.co/uZpgcJK0bB,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Global Grind,GlobalGrind,"New York, NY",http://t.co/xFYXcmIxHy,"Follow us, you won't regret it.",TRUE,386181,693,3288,35257,109322,Mon Mar 19 12:22:54 +0000 2007,FALSE,FALSE,FALSE,null,null,null,270,69,FALSE,FALSE,FALSE,112,15,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,7,55168.71429,99,15617.42857,rumour
"Maybe hard hitting @foxnews should be covering what's going on in #Ferguson, Mo. instead of fat shaming the First Lady??","<a href=""http://stone.com/Twittelator"" rel=""nofollow"">Twittelator</a>",Alyssa Milano,Alyssa_Milano,Los Angeles,http://t.co/WMP1toazEQ,"?, ?, and BASEBALL. I tweet a lot. Consider yourself forewarned. My other accounts? @AlyssaDotCom @TouchByAM!",TRUE,2716724,1417,36821,300,29289,Thu Mar 26 00:34:20 +0000 2009,FALSE,FALSE,FALSE,null,null,null,869,1082,FALSE,FALSE,FALSE,120,20,FALSE,0,TRUE,1,TRUE,1,TRUE,2,FALSE,0,FALSE,0,FALSE,0,5,543344.8,283.4,5857.8,rumour
"Nearly 7k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop.
Where's Al, Jesse?
#tcot #ferguson","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Larry Elder,larryelder,3pm-6pm PT ,http://t.co/UICCzPg7hE,KABC-LA Talk Radio AM 790,TRUE,50984,6075,1199,11,12552,Sun Sep 26 07:34:31 +0000 2010,FALSE,FALSE,FALSE,null,null,null,120,41,FALSE,FALSE,FALSE,139,19,FALSE,0,FALSE,0,TRUE,2,TRUE,1,FALSE,0,TRUE,6,FALSE,0,4,12746,1518.75,3138,rumour
"Prayers out to mya, HU graduate who was shot while protesting in St. Louis! #MikeBrown #Ferguson http://t.co/J0OEIkJLHU","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Jo,RokBailey,West Philly. Howard U.,http://t.co/N0bpaT4s6S,"Everybody wanna be somebody, ball then. Marketing and Media Manager for Howard Homecoming 14' #NoMediocrity",FALSE,1865,1493,13,134,20248,Mon May 23 16:07:13 +0000 2011,FALSE,FALSE,FALSE,null,null,null,108,31,FALSE,FALSE,FALSE,119,17,TRUE,1,FALSE,0,TRUE,2,FALSE,0,TRUE,1,TRUE,3,FALSE,0,3,621.6666667,497.6666667,6749.333333,rumour
Lets bomb nurseries w/ White Babies!? FBI: #NBP leader inciting violence in #Ferguson http://t.co/TCXSbfrTsV #tcot http://t.co/XDZqcWnoUQ,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Amy Mek,AmyMek,,null,"God, Family & Country; Patriot, Sports Fitness & Vegan; Psychotherapist, Relationship Counselor & Fixer; Fight 4 Wrongfully Convicted & Animals #2A #NRA #TCOT,",FALSE,20997,10884,343,19556,9681,Sat Nov 17 18:46:39 +0000 2012,FALSE,FALSE,FALSE,null,null,null,539,145,FALSE,FALSE,FALSE,137,16,TRUE,2,FALSE,0,TRUE,3,TRUE,1,TRUE,1,TRUE,7,FALSE,0,2,10498.5,5442,4840.5,rumour
#ferguson has had ZERO homicides in the last year. 'Black on black crime is our real problem' folks where y'all at?,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Malty,Malt_bia,Atlanta,http://t.co/qdu8kek6g6,"Philanthropist, Howard University Alumna, Lover of Atlanta, and Mogul in the making. @SYPGlobal radio host.",FALSE,3129,1087,40,1527,59841,Thu Feb 26 02:15:02 +0000 2009,FALSE,FALSE,FALSE,null,null,null,225,61,FALSE,FALSE,FALSE,115,21,FALSE,0,FALSE,0,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,5,625.8,217.4,11968.2,rumour
"despite clear footage of #ferguson citizens chanting ""killer cops have got to go"", media chooses to hear &amp; report ""kill the cops"" instead.","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Vondell ?,vondellswain,"Portland, OR",http://t.co/75ZlDQZ5KI,Illustrator/Character Designer/Visdev. Illustrated Story War. Seeking to pursue Primatology/Anthrop/Gender Studies academically. ?ËB. ''Who is this'' -You,FALSE,3507,277,39,256,7694,Mon May 18 23:22:31 +0000 2009,FALSE,FALSE,FALSE,null,null,null,111,62,FALSE,FALSE,FALSE,142,23,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,1,FALSE,0,5,701.4,55.4,1538.8,rumour
"""The officers were literally putting hands on media personnel, throwing people..."" http://t.co/7QTY8soT46 #Ferguson","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Anonymous,YourAnonNews,Right behind you.,http://t.co/FyTsNt0HGR,Supports digital and afk activism. #SaveTheInternet,FALSE,1294169,862,15171,1337,99260,Sat Apr 09 05:10:37 +0000 2011,FALSE,FALSE,FALSE,null,null,null,290,65,FALSE,FALSE,FALSE,115,13,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,3,431389.6667,287.3333333,33086.66667,rumour
Swat team in #Ferguson have state mandated 'murder insurance' to protect them from lawsuits if they kill anyone.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Max Keiser,maxkeiser,,null,Photo: Caerlaverock Castle Scotland  This Is My Family's Ancestral Home,FALSE,114733,282,2530,36,36183,Sun Feb 08 16:09:24 +0000 2009,FALSE,FALSE,FALSE,null,null,null,138,30,FALSE,FALSE,FALSE,112,18,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,5,22946.6,56.4,7236.6,rumour
2 of the 4 police departments rampaging through #Ferguson were trained by Israel in methods of domination and control http://t.co/ztZUZpzHJb,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Rania Khalek,RaniaKhalek,,http://t.co/aKUHktUi4Q,Independent journalist. Objectivity is bullshit.,FALSE,47986,1148,1545,13349,45029,Sun May 03 21:01:20 +0000 2009,FALSE,FALSE,FALSE,null,null,null,304,89,FALSE,FALSE,FALSE,140,20,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,5,9597.2,229.6,9005.8,rumour
NEW DEVELOPMENT: Pentagon supplied St. Louis County police with military-grade weapons. #Ferguson,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheAnonNigga,TheAnonMessage2,MIAMI,null,YO WE HACK DIS NIGGA,FALSE,18549,36,89,20,153,Tue Aug 12 06:41:41 +0000 2014,FALSE,FALSE,FALSE,null,null,null,145,69,FALSE,FALSE,FALSE,97,12,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,1,FALSE,0,0,Ï,Ï,Ï,rumour
JUST IN: #Ferguson Police Chief Thomas Jackson tells @RobinRoberts they will release the name of the police officer  today,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",ABC News,ABC,"New York, NY",http://t.co/v7GWW7yYST,See the whole picture with @ABC News. Tweets from the Social Desk: @Springer & @MicahGrimes,TRUE,3437024,863,35229,562,93654,Sat Apr 04 12:40:32 +0000 2009,FALSE,FALSE,FALSE,null,null,null,191,47,FALSE,FALSE,FALSE,122,20,FALSE,0,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,5,687404.8,172.6,18730.8,rumour
#BreakingNews #ferguson chief says the name of the officer that shot #MichaelBrown will be released this morning http://t.co/roXlFQ6EYA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ryan Dean,RyanDeanKSDK,St. Louis,http://t.co/5zIuUIEH2P,Morning reporter/anchor for @ksdknews in #STL. Married to reporter @danadeanksdk. @univMiami grad. Go to bed at 6 p.m. wakeup at 2 a.m. eat dinner at 3 p.m.,TRUE,3993,687,159,638,4814,Wed Jan 21 06:07:26 +0000 2009,FALSE,FALSE,FALSE,null,null,null,210,42,FALSE,FALSE,FALSE,135,18,TRUE,1,FALSE,0,TRUE,3,FALSE,0,FALSE,0,TRUE,3,FALSE,0,5,798.6,137.4,962.8,rumour
KKK already raising money for the police officer who shot and killed #MikeBrown - #Ferguson http://t.co/VWkZXjHF7V,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheAnonNigga,TheAnonMessage2,MIAMI,null,YO WE HACK DIS NIGGA,FALSE,18565,36,89,20,153,Tue Aug 12 06:41:41 +0000 2014,FALSE,FALSE,FALSE,null,null,null,180,39,FALSE,FALSE,FALSE,114,16,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,4,FALSE,0,0,Ï,Ï,Ï,rumour
#Ferguson officials to release name of cop who shot Michael Brown on Friday http://t.co/x0P9yUhzUU http://t.co/Gk2DxncNov,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe? Social</a>",NBC News,NBCNews,"New York, NY",http://t.co/UXSP362YuW,"A leading source of global news and information for more than 75 years. Have a news tip or question? Ask @dubois, @jbaiata, @cdellaverson or @jilliansed.",TRUE,1696410,2893,22949,400,39362,Tue Mar 18 23:19:17 +0000 2008,FALSE,FALSE,FALSE,null,null,null,241,131,FALSE,FALSE,FALSE,121,15,TRUE,2,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,6,FALSE,0,6,282735,482.1666667,6560.333333,rumour
COUNTDOWN: One hour until #Ferguson police release the name of the officer that shot #MichaelBrown.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Michael Calhoun,michaelcalhoun,"St. Louis, Missouri",http://t.co/XIskgxLRs4,"I tell stories for CBS-owned KMOX, tho not everything here is for work. Ke$ha told me once that she liked my beard. mrcalhoun@cbs.com",FALSE,7975,2866,436,754,19695,Sat May 10 07:33:08 +0000 2008,FALSE,FALSE,FALSE,null,null,null,226,90,FALSE,FALSE,FALSE,99,15,FALSE,0,FALSE,0,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,1329.166667,477.6666667,3282.5,rumour
At 8:00 police will release the name of the officer who shot Michael Brown. #Ferguson,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Antonio French,AntonioFrench,"St. Louis, MO, USA",http://t.co/q0AU0OLIZd,"Dad, Husband, Alderman of the @21stWard in St. Louis, founder of @North_Campus, Auburn grad and devoted Auburn Football fan, and @WUSTL MBA candidate (Dec '14).",TRUE,106227,1041,1297,1299,12585,Thu Mar 06 19:51:29 +0000 2008,FALSE,FALSE,FALSE,null,null,null,521,204,FALSE,FALSE,FALSE,85,15,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,17704.5,173.5,2097.5,rumour
"Name of #Ferguson cop is expected to be released by 9 ET, police chief says: http://t.co/NhMsTgfzYi (J.B. Forbes, AP) http://t.co/7LU1iT1EKB","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",USA TODAY,USATODAY,"USA TODAY HQ, McLean, Va.",http://t.co/7xDl0vVHSt,The latest news and most interesting stories from USA TODAY. News that's meant to be shared.,TRUE,1208620,734,22708,709,95434,Wed Aug 06 19:55:31 +0000 2008,FALSE,FALSE,FALSE,null,null,null,100,38,FALSE,FALSE,FALSE,140,20,TRUE,2,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,8,FALSE,0,6,201436.6667,122.3333333,15905.66667,rumour
Developing: Police in #Ferguson expected to announce the name of the officer who killed unarmed teen Michael Brown within the hour.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mashable,mashable,,http://t.co/1Gm8aVACKn,"News, resources, inspiration and fun for the connected generation. Tweets by @mashable staff.",TRUE,4261846,2771,117362,292,112399,Mon Mar 12 01:28:01 +0000 2007,FALSE,FALSE,FALSE,null,null,null,100,29,FALSE,FALSE,FALSE,131,21,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,7,608835.1429,395.8571429,16057,rumour
"#Ferguson cops beat man, charged him w/""property damage"" for bleeding on their uniforms. Then they lied in court. http://t.co/B0DSHrIfA1","<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",David Klevan,dklevan,"öT: 38.889406,-77.000905",null,"Museum education, tech, mobile, social justice, community, service learning, civics & cappuccino. Views expressed here are my own.",FALSE,795,688,76,2473,5939,Tue Jun 03 21:15:10 +0000 2008,FALSE,FALSE,FALSE,null,null,null,468,120,FALSE,FALSE,FALSE,136,19,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,4,FALSE,0,6,132.5,114.6666667,989.8333333,rumour
#Ferguson PD expected to release the name of officer who killed Mike Brown shortly. Watch here http://t.co/7XiK3mhlzZ,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Christina Coleman,ChrissyCole,NYC by way DMV,http://t.co/62NQjtpv27,News and Politics Editor at Global Grind. Saint Heron & NASA Contributor. Chef. Afro Lover. Wannabe Novelist. Howard University Alumna,FALSE,9324,549,156,231,20308,Fri Mar 20 18:03:08 +0000 2009,FALSE,FALSE,FALSE,null,null,null,137,43,FALSE,FALSE,FALSE,117,17,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,5,1864.8,109.8,4061.6,rumour
Police in #Ferguson plan to release name of officer who shot unarmed teen Michael Brown: http://t.co/oqns3yVfTx http://t.co/9fb09WUtdN,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Reuters U.S. News,ReutersUS,,http://t.co/KnhmNHIJNx,Top news from the United States.,TRUE,53516,316,2404,10,52141,Fri Jun 13 15:54:21 +0000 2008,FALSE,FALSE,FALSE,null,null,null,125,48,FALSE,FALSE,FALSE,134,17,TRUE,2,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,6,FALSE,0,6,8919.333333,52.66666667,8690.166667,rumour
The name of the officer who fatally shot teenager #MichaelBrown will be released shortly. Watch CNN: http://t.co/0QL42wwP0v #Ferguson,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",CNN,CNN,,http://t.co/IaghNWr6Aa,It?s our job to #GoThere and tell the most difficult stories. Come with us!,TRUE,13663284,970,98277,664,47079,Fri Feb 09 00:35:02 +0000 2007,FALSE,FALSE,FALSE,null,null,null,277,96,FALSE,FALSE,FALSE,133,18,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,3,FALSE,0,7,1951897.714,138.5714286,6725.571429,rumour
"http://t.co/Qwgr0uMaX4 Ferguson, Missouri, Police to Release Name of Officer in Fatal Shooting #Ferguson #FergusonShooting #FergusonRiot","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Sophia Jan Moore,sophiajanmoore,"Raleigh, NC",null,i follow back...,FALSE,282,882,0,73,1222,Wed Jan 02 06:40:53 +0000 2013,FALSE,FALSE,FALSE,null,null,null,331,0,FALSE,FALSE,FALSE,136,15,TRUE,1,FALSE,0,TRUE,3,FALSE,0,FALSE,0,TRUE,3,FALSE,0,1,282,882,1222,rumour
BREAKING NEWS: NAME OF OFFICER WHO SHOT #MIKEBROWN - OFFICER DAREN WILSON - #Ferguson,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheAnonNigga,TheAnonMessage2,MIAMI,null,YO WE HACK DIS NIGGA,FALSE,18448,36,88,20,153,Tue Aug 12 06:41:41 +0000 2014,FALSE,FALSE,FALSE,null,null,null,266,101,FALSE,FALSE,FALSE,85,14,FALSE,0,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,2,FALSE,0,0,Ï,Ï,Ï,rumour
BREAKING: Darren Wilson named as officer who fatally shot #MichaelBrown in #Ferguson,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HuffPost BlackVoices,blackvoices,"Your News, Your Voices",http://t.co/exnDiWhD7C,"The #1 Black site on the Web, featuring African-American news, culture, entertainment and opinion",TRUE,153336,19775,2561,1040,47097,Sat Feb 16 17:16:11 +0000 2008,FALSE,FALSE,FALSE,null,null,null,238,46,FALSE,FALSE,FALSE,84,12,FALSE,0,FALSE,0,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,25556,3295.833333,7849.5,rumour
"#Breaking: The officer involved in the shooting of Michael Brown is named Darren Wilson, #Ferguson police chief says.","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Mashable,mashable,,http://t.co/1Gm8aVACKn,"News, resources, inspiration and fun for the connected generation. Tweets by @mashable staff.",TRUE,4261501,2771,117363,292,112391,Mon Mar 12 01:28:01 +0000 2007,FALSE,FALSE,FALSE,null,null,null,108,27,FALSE,FALSE,FALSE,117,18,FALSE,0,FALSE,0,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,7,608785.8571,395.8571429,16055.85714,rumour
